id;user_id;offer_id;code_revealed;claimed_at
a378a833-6038-4e7a-9729-537bc3693cfe;a75c02a1-6432-4349-9b80-d1ca01468249;58abb342-827a-40e5-9851-981c9ae10dd0;;2026-04-22 16:23:06.448066+00
36ebb4cd-3d78-4c51-a4d6-f20c5d183c45;ea9b40c5-1c79-4b37-8e2a-f2f7d250c898;d5730348-0bcf-493b-94a5-2090a6d7381a;UNID57303;2026-04-24 20:43:25.873285+00
