id;user_id;offer_id;sent_at
c6471065-05eb-4555-b8a3-5df56c5b47c8;a75c02a1-6432-4349-9b80-d1ca01468249;56a97051-20d8-4593-b79b-62c31cbe412f;2026-05-21 12:27:16.498118+00
