id;post_id;user_id;image_url;position;created_at
9edd5e9c-4351-4c6a-b622-6ae85a8a28cf;a49cc6fe-d665-416b-a81b-bef975e1d398;a75c02a1-6432-4349-9b80-d1ca01468249;https://dmxkovuegpbdqfoqmggb.supabase.co/storage/v1/object/public/experience-images/a75c02a1-6432-4349-9b80-d1ca01468249/a49cc6fe-d665-416b-a81b-bef975e1d398/1776960204795-0.jpg;0;2026-04-23 16:03:24.061213+00
