id;user_id;offer_id;created_at
488e5890-2a63-49b0-9863-3dc7696fca33;a75c02a1-6432-4349-9b80-d1ca01468249;945085fc-5c40-4b05-918d-def16d0fad30;2026-04-22 16:24:33.884164+00
