id;user_id;offer_id;created_at
8c51e937-971b-4b84-9945-d80c2bf12be1;a75c02a1-6432-4349-9b80-d1ca01468249;d5730348-0bcf-493b-94a5-2090a6d7381a;2026-04-23 16:26:36.319377+00
80ef6c20-da21-421b-b9e3-a7a31de91581;a75c02a1-6432-4349-9b80-d1ca01468249;58abb342-827a-40e5-9851-981c9ae10dd0;2026-04-23 16:26:38.92986+00
fc8d12cc-e94f-4a60-b94c-eef628cdb1eb;a75c02a1-6432-4349-9b80-d1ca01468249;1726a761-b341-45e2-82a1-6aa11e1f7c93;2026-04-23 16:26:55.341785+00
242c79d1-21ec-492c-a3a3-8af26b9a03b3;9984fc2a-17a9-42e1-89ac-e1a619fdb214;945085fc-5c40-4b05-918d-def16d0fad30;2026-04-25 11:36:41.544171+00
