id;post_id;user_id;content;created_at;updated_at
e1439149-a0c5-45c2-8026-9d58a8ec759d;a49cc6fe-d665-416b-a81b-bef975e1d398;a75c02a1-6432-4349-9b80-d1ca01468249;Definately recommend it!!!;2026-04-23 16:04:00.714283+00;2026-04-23 16:04:00.714283+00
d0cd6b5d-9e6a-4203-aa9f-ff10ffa9b0d6;a49cc6fe-d665-416b-a81b-bef975e1d398;ea9b40c5-1c79-4b37-8e2a-f2f7d250c898;Thats a really great offer!;2026-04-24 19:30:05.121602+00;2026-04-24 19:30:05.121602+00
